Staff Number,Rank,Supervisor ID,Coordinator ID,FKGL,FRE,GFI,CLI,Completion_Rate,Assessment_Scores,VTRAC_Usage(hrs),Cluster
-1.7313749947390566,-1.3360717139732032,-1.7313749947390566,-1.7313749947390566,-1.5000629499972178,1.4053445031902412,-0.7730830923396848,-0.44684982027169157,-0.2685754814579342,0.30269582231548,0.6281436334365855,1
-1.7313749947390566,-1.3360717139732032,-1.7313749947390566,-1.7313749947390566,1.3204024164854056,-1.244502835121965,1.9544852397335015,1.2785581285385808,-1.0596127781109062,0.9196684902774573,-1.0250304642643924,1
-1.730682230362984,-0.44356973151709195,-1.730682230362984,-1.730682230362984,-0.38873136264420705,0.27235548340857263,-0.7512819244989576,-0.5032022700181652,1.0727486302579747,-0.5199344016338231,-0.17922046078947332,1
-1.7303358481749478,0.4489322509390194,-1.7303358481749478,-1.7303358481749478,-1.5000629499972178,1.4053445031902412,-0.7730830923396848,-0.738533274945342,1.210320334023709,1.5023648989082137,0.2821304501968462,1
-1.7299894659869115,-1.3360717139732032,-1.7299894659869115,-1.7299894659869115,-1.559639488700678,1.4277755531747027,-0.8166854280211387,-4.248655936970432,0.8663910746093734,0.30269582231548,0.12834681320140623,1
-1.7296430837988752,1.3414342333951308,-1.7296430837988752,-1.7296430837988752,-1.559639488700678,1.4277755531747027,-0.8166854280211387,-3.0819221182758287,-1.0252198521694726,0.30269582231548,1.2048322721694849,1
-1.7289503194228026,1.3414342333951308,-1.7289503194228026,-1.7289503194228026,0.24293270796812205,-0.4418469381410268,-0.8166854280211387,-0.16508757153932133,0.6256405930193384,0.7825634529525735,-0.6021254625269328,1
-1.72825755504673,-0.44356973151709195,-1.72825755504673,-1.72825755504673,0.2323505815131016,0.04933981667770208,0.5080328069554039,0.5603630325912897,-1.5755066672324096,-0.8626969949460327,-0.7174631902735126,1
-1.72825755504673,-0.44356973151709195,-1.72825755504673,-1.72825755504673,0.24293270796812205,-0.4418469381410268,-0.8166854280211387,-0.748454480886623,-1.7130783709981439,-1.6853272188953359,-1.6401650122461513,1
-1.72825755504673,-0.44356973151709195,-1.72825755504673,-1.72825755504673,-0.600304455219317,0.5902023567105644,-0.6422760852953223,0.4341532673140287,0.419283037370737,0.7482871936213525,-1.4863813752507116,1
-1.7279111728586938,1.3414342333951308,-1.7279111728586938,-1.7279111728586938,-1.5000629499972178,1.4053445031902412,-0.7730830923396848,-0.738533274945342,0.8663910746093734,-1.7196034782265568,-1.101922282762112,1
-1.7275647906706575,0.4489322509390194,-1.7275647906706575,-1.7275647906706575,-0.012613544126207884,0.33490512138424416,0.06159019070529459,0.3116972396959369,-1.1283986299937732,-1.6167747002328938,-0.7559090995223726,1
-1.7275647906706575,0.4489322509390194,-1.7275647906706575,-1.7275647906706575,0.2645541736908766,0.008066035628405162,1.0481529288164384,0.2570978997465591,-1.5067208153495424,-1.1026308102645794,-1.6786109214950116,1
-1.7272184084826212,-0.44356973151709195,-1.7272184084826212,-1.7272184084826212,0.24293270796812205,-0.4418469381410268,-0.8166854280211387,-0.16508757153932133,1.1759274080822755,0.8168397122837944,-1.2172600105086921,1
